city_eng|country_eng|iata_code|name_eng
Wanaka|New Zealand|WKA|Wanaka
Warracknabeal|Australia|WKB|Warracknabeal
Waterkloof|South Africa|WKF|Waterkloof AFB
Hwange|Zimbabwe|WKI|Hwange
Wakkanai|Japan|WKJ|Hokkaido
Aleknagik|United States|WKK|Aleknagik
Waikoloa|United States|WKL|Waikoloa Airport
Wakunai|Papua New Guinea|WKN|Wakunai
Wallal|Australia|WLA|Wallal
Labouchere Bay|United States|WLB|Labouchere Bay
Walcha|Australia|WLC|Walcha
Winfield|United States|WLD|Arkansas City
Wellington|New Zealand|WLG|Wellington International
Walaha|Vanuatu|WLH|Walaha
Selawik|United States|WLK|Selawik
Wollogorang|Australia|WLL|Wollogorang
Waltham|United States|WLM|Waltham
Little Naukati|United States|WLN|Little Naukati
Waterloo|Australia|WLO|Waterloo
Loring|United States|WLR|Loring
Wallis Island|Wallis and Futuna Islands|WLS|Wallis Island
Willows|United States|WLW|Glenn County
Mandritsara|Madagascar|WMA|Mandritsara
Warrnambool|Australia|WMB|Warrnambool
Winnemucca|United States|WMC|Winnemucca
Mandabe|Madagascar|WMD|Mandabe
Mount Keith|Australia|WME|Mount Keith
Mountain Home|United States|WMH|Mountain Home
Meyers Chuck|United States|WMK|SPB
Malaimbandy|Madagascar|WML|Malaimbandy
Maroantsetra|Madagascar|WMN|Maroantsetra
White Mountain|United States|WMO|White Mountain
Mampikony|Madagascar|WMP|Mampikony
Mananara|Madagascar|WMR|Mananara
Madirovalo|Madagascar|WMV|Madirovalo
Wamena|Indonesia|WMX|Wamena
Napakiak|United States|WNA|Napakiak SPB
Tuxekan Island|United States|WNC|Nichen Cove SPB
Windarra|Australia|WND|Windarra
Wora Na Ye|Gabon|WNE|Wora Na Ye
Wunnummin Lake|Canada|WNN|Wunnummin Lake
Naga|Philippines|WNP|Naga
Windorah|Australia|WNR|Windorah
Nawabshah|Pakistan|WNS|Nawabshah
Wanuma|Papua New Guinea|WNU|Wanuma
Wenzhou|China|WNZ|Wenzhou
Wonenara|Papua New Guinea|WOA|Wonenara
Suttonheath|United Kingdom|WOB|Woodbridge RAF
Wood River|United States|WOD|Wood River
Woensdrecht|Netherlands|WOE|Woensdrecht
Woodgreen|Australia|WOG|Woodgreen
Wologissi|Liberia|WOI|Wologissi
Wonken|Venezuela|WOK|Wonken
Wollongong|Australia|WOL|Wollongong
Wondoola|Australia|WON|Wondoola
Woodchopper|United States|WOO|Woodchopper
Ankorefo|Madagascar|WOR|Moramba
Wonan|Taiwan|WOT|Wonan
Willow|United States|WOW|Willow
Puerto Aisen|Chile|WPA|Puerto Aisen
Port Berge|Madagascar|WPB|Port Berge
Pincher Creek|Canada|WPC|Pincher Creek
Wrotham Park|Australia|WPK|Wrotham Park
Powell Lake|Canada|WPL|Powell Lake
Wipim|Papua New Guinea|WPM|Wipim
Paonia|United States|WPO|North Fork Valley
Porvenir|Chile|WPR|Porvenir
Puerto Williams|Chile|WPU|Puerto Williams
Warder|Ethiopia|WRA|Warder
Macon|United States|WRB|Robins AFB
Whangarei|New Zealand|WRE|Whangarei
Wrangell|United States|WRG|Wrangell SPB
Wrench Creek|United States|WRH|Wrench Creek
Wrightstown, New Jersey|United States|WRI|Mc Guire Afb
Worland, WY|United States|WRL|Worland
Wroclaw|Poland|WRO|Copernicus Airport
Warrawagine|Australia|WRW|Warrawagine
Westray|United Kingdom|WRY|Westray
Wirawila|Sri Lanka|WRZ|Wirawila
Wasua|Papua New Guinea|WSA|Wasua
Steamboat Bay|United States|WSB|SPB
White Sands|United States|WSD|Condron AAF
Sarichef|Algeria|WSF|Sarichef
Washington|United States|WSG|County
Shirley|United States|WSH|Brookhaven
San Juan|United States|WSJ|San Juan SPB
Wiseman|United States|WSM|Wiseman
South Naknek|United States|WSN|South Naknek
Washabo|Suriname|WSO|Washabo
Waspam|Nicaragua|WSP|Waspam
Wasior|Indonesia|WSR|Wasior
Westerly|United States|WST|Westerly State
Wasu|Papua New Guinea|WSU|Wasu
Westsound|United States|WSX|Westsound
Airlie Beach|Australia|WSY|Whitsunday Airstrip
Westport|New Zealand|WSZ|Westport
Tambohorano|Madagascar|WTA|Tambohorano
New York|United States|WTC|World Trade Center
West End|Bahamas|WTD|West End
Wotje Island|Marshall Islands|WTE|Wotje Island
Noatak|United States|WTK|Noatak
Tuntutuliak|United States|WTL|Tuntutuliak
Waddington|United Kingdom|WTN|RAF Station
Wotho Island|Marshall Islands|WTO|Wotho Island
Woitape|Papua New Guinea|WTP|Woitape
White River|United States|WTR|White River
Tsiroanomandidy|Madagascar|WTS|Tsiroanomandidy
Wantoat|Papua New Guinea|WTT|Wantoat
Whitianga|New Zealand|WTZ|Whitianga
Wu Hai|China|WUA|Wu Hai
Wudinna|Australia|WUD|Wudinna
Wau|Papua New Guinea|WUG|Wau
Wuhan|China|WUH|Tianhe International
Hammersmith|United Kingdom|WUK|Off Line Point
Wasum|Papua New Guinea|WUM|Wasum
Wiluna|Australia|WUN|Wiluna
Wuyishan|China|WUS|Wuyishan
Wau|Sudan|WUU|Wau
Wuvulu Is|Papua New Guinea|WUV|Wuvulu Is
Wuxi|China|WUX|Wuxi
Wuzhou|China|WUZ|Changzhoudao
Walvis Bay|Namibia|WVB|Rooikop
Watsonville|United States|WVI|Watsonville
Manakara|Madagascar|WVK|Manakara
Waterville|United States|WVL|Robert Lafleur
Wilhelmshaven|Germany|WVN|Wilhelmshaven
Wasilla|United States|WWA|Wasilla
Wildwood|United States|WWD|Cape May County
Al Koude|Sudan|WWG|Al Koude
Woodie Woodie|Australia|WWI|Woodie Woodie
Wewak|Papua New Guinea|WWK|Boram
Whale Pass|United States|WWP|Whale Pass
Woodward|United States|WWR|West Woodward
Wildwood|United Kingdom|WWS|USAF Heliport
Newtok|United States|WWT|Newtok
West Wyalong|Australia|WWY|West Wyalong
Braintree|United Kingdom|WXF|Weathersfield Raf
Wanxian|China|WXN|Wanxian
Whyalla|Australia|WYA|Whyalla
Yes Bay|United States|WYB|SPB
Yengema|Sierra Leone|WYE|Yengema
Wyndham|Australia|WYN|Wyndham
West Yellowstone|United States|WYS|Yellowstone
Nassau|Bahamas|WZY|Paradise Island Seaplane Base
Alamos|Mexico|XAL|Alamos
Chapeco|Brazil|XAP|Aeroporto Municipal Chapeco
Aribinda|Burkina Faso|XAR|Aribinda
Saul|French Guiana|XAU|Saul
Xayabury|Laos|XAY|Xayabury
Blubber Bay|Canada|XBB|Blubber Bay
Bearskin Lake|Canada|XBE|Bearskin Lake
Bogande|Burkina Faso|XBG|Bogande
Birjand|Iran|XBJ|Birjand
Buno Bedelle|Ethiopia|XBL|Buno Bedelle
Biniguni|Papua New Guinea|XBN|Biniguni
Boulsa|Burkina Faso|XBO|Boulsa
Brockville|Canada|XBR|Brockville
Killineq|Canada|XBW|Killineq
Christmas Island|Christmas Island|XCH|Christmas Island
Cluff Lake|Canada|XCL|Cluff Lake
Chatham|Canada|XCM|Chatham
Coron|Philippines|XCN|Coron Airport
Colac|Australia|XCO|Colac
Chalons Sur Marne|France|XCR|Vatry International
Lille|France|XDB|Lille Europe Rail Svc
Diebougou|Burkina Faso|XDE|Diebougou
Djibo|Burkina Faso|XDJ|Djibo
Paris|France|XDT|C.de G. /TGV Rail Svc
Prince George|United Kingdom|XDV|Pr. George Rail Stn
Prince Rupert|United Kingdom|XDW|Pr. Rupert Rail Stn
Sudbury|Canada|XDY|Sudbury Jct Rail Stn
Vancouver|France|XEA|Vancouver Rail Stn.
Xingcheng|China|XEN|Xingcheng
Oqatsut|Greenland|XEO|Harbour
Tasiuasaq|Greenland|XEQ|Harbour
Lake Geneva|United States|XES|Municipal
Paris|France|XEX|Aerogare
Lille|France|XFA|Lille Flanders Rail Sv
Xiangfan|China|XFN|Xiangfan
Hamburg|Germany|XFW|Finkenwerder
Quebec|Canada|XFY|Sainte-Foy Rail Svce.
Quebec|Canada|XFZ|Charny
Gaoua|Burkina Faso|XGA|Gaoua
Paris|France|XGB|Gare Montparnasse
Gorom-Gorom|Burkina Faso|XGG|Gorom-Gorom
Granville Lake|Canada|XGL|Granville Lake
Xangongo|Angola|XGN|Xangongo
Kangiqsualujjuaq|Canada|XGR|Kangiqsualujjuaq
Liege|Belgium|XHN|Guillemins, Raiway Stn
Adelaide|Australia|XHX|Adelaide Keswick Rail
Xichang|China|XIC|Xichang
Xienglom|Laos|XIE|Xienglom
Xinguara|Ethiopia|XIG|Municipal
Khan Al Baghdadi|Iraq|XIH|Khan Al Baghdadi
Ahmed Al Jaber|Kuwait|XIJ|Ahmed Al Jaber
Milan|Italy|XIK|Central Station
Xilinhot|China|XIL|Xilinhot
Xingning|China|XIN|Xingning
Ilimanaq|Greenland|XIQ|Harbour
Verona|Italy|XIX|Porta Nuova Rail
Xi An|China|XIY|Xianyang
Al Udeid|Qatar|XJD|Al Udeid AB
Vojens|Denmark|XJE|Rialway Service
Mangla|Pakistan|XJM|Mangla
Kantchari|Burkina Faso|XKA|Kantchari
Sandnes|Norway|XKC|Sandnes Rail St.
Xieng Khouang|Laos|XKH|Xieng Khouang
Kemano|Canada|XKO|Kemano
Kasabonika|Canada|XKS|Kasabonika
Kaya|Burkina Faso|XKY|Kaya
Lac Brochet|Canada|XLB|Lac Brochet
Leaf Bay|Canada|XLF|Leaf Bay
Quebec|Canada|XLJ|Quebec Stn. Rail Svce.
Montreal|Canada|XLM|St Lambert Rail Svce.
Long Xuyen|Vietnam|XLO|Long Xuyen
St Louis|Senegal|XLS|St Louis
Leo|Burkina Faso|XLU|Leo
Lemwerder|Germany|XLW|Lemwerder
Maramag|Philippines|XMA|Maramag
Mallacoota|Australia|XMC|Mallacoota
Madison|United States|XMD|Madison
Mahendranagar|Nepal|XMG|Mahendranagar
Manihi|French Polynesia|XMH|Manihi
Masasi|Tanzania|XMI|Masasi
Minlaton|Australia|XML|Minlaton
Xiamen|China|XMN|Xiamen
Macmillan Pass|Canada|XMP|Macmillan Pass
Macas|Ecuador|XMS|Macas
Yam Island|Australia|XMY|Yam Island
Fayetteville, AR|United States|XNA|Northwest Arkansas Regional
Quang Ngai|Vietnam|XNG|Quang Ngai
Nasiriyah|Iraq|XNH|Nasiriyah
Xining|China|XNN|Xining
Xingtai|China|XNT|Xingtai
Nouna|Burkina Faso|XNU|Nouna
Doha|Qatar|XOZ|Doha Free Zone
Pama|Burkina Faso|XPA|Pama
Paris|France|XPG|Gare du Nord Rail Stn
Pukatawagan|Canada|XPK|Pukatawagan
Comayagua|Honduras|XPL|Coronel Enrique Soto Cano AB
Poplar River|Canada|XPP|Poplar River
Port Klang|Malaysia|XPQ|Ferry
Pine Ridge|United States|XPR|Pine Ridge
West Kuparuk|United States|XPU|West Kuparuk
Saint Tropez|France|XPZ|Harbour
Balad|Iraq|XQC|Balad
Pavones|Costa Rica|XQP|Quepos
Qualicum|Canada|XQU|Qualicum
Baqubah|Iraq|XQV|Baqubah
Richmond|Canada|XRH|Richmond AFB
Rome|Italy|XRJ|Termini Rail Stn.
Ross River|Canada|XRR|Ross River
Jerez De La Frontera|Spain|XRY|Jerez De La Frontera
Sinoe|China|XSA|AFC
South Caicos|Turks and Caicos Islands|XSC|International
Tonopah|United States|XSD|Test Range
Sebba|Burkina Faso|XSE|Sebba
South Indian Lake|Canada|XSI|South Indian Lake
St Marys|United States|XSM|St Marys
Siocon|Philippines|XSO|Siocon
Singapore|Singapore|XSP|Seletar
Tianjin|China|XTA|Econ/Tech Dev. Area
Tianjin|China|XTF|Port Free Trade Zone
Thargomindah|Australia|XTG|Thargomindah
Tadoule Lake|Canada|XTL|Tadoule Lake
Ramadi|Iraq|XTM|Ramadi
Taroom|Australia|XTO|Taroom
Tara|Australia|XTR|Tara
Paris|France|XTT|Etoile
Tikrit|Iraq|XTV|Tikrit
Xuzhou|China|XUZ|Xuzhou
Vinh Long|Vietnam|XVL|Vinh Long
Venice|Italy|XVQ|Santa Lucia Rail
Rome|Italy|XVY|Mestre Rail Stn.
Vienna|Austria|XWC|Suedbahnhof Rail
Ronneby|Sweden|XWK|Karlskrona Rail Svc.
Gothenburg|Sweden|XWL|Gothenburg Rail
Hassleholm|Sweden|XWP|Hassleholm
Enkoping|Sweden|XWQ|Enkoping
Vienna|Austria|XWW|Westbahnhof Rail
Nykoping|Sweden|XWZ|Nykoping
Alvesta|Sweden|XXA|Alvesta
Katrineholm|Sweden|XXK|Katrineholm
Hedemora|Sweden|XXU|Hedemora
Yandina|Solomon Islands|XYA|Yandina
Herrljunga|Sweden|XYC|Herrljunga
Lyon|France|XYD|Lyon Part-dieu Rail Sv
Ye|Myanmar|XYE|Ye
Flen|Sweden|XYI|Flen
Lyon|France|XYL|Lyon Perrache Rail Svc
Falkenberg|Poland|XYM|Falkenberg Rail
Kristinehamn|Sweden|XYN|Kristinehamn Rail
Karlshamn|Germany|XYO|Karlshamn
Avesta Krylbo|Sweden|XYP|Avesta Krylbo
Yellow River|Papua New Guinea|XYR|Yellow River
Toulouse|France|XYT|Montaudran
Solvesborg|Sweden|XYU|Solvesborg
Lyon|France|XYV|Lyon Satolas Rail Svc
Sala|Serbia|XYX|Sala
Zabre|Burkina Faso|XZA|Zabre
Rail (Generic)|Turkey|XZE|Off line Point
Dammam|Saudi Arabia|XZF|Dammam Port
Rail (Generic)|Turkey|XZJ|Off line Point
Rail (Generic)|Turkey|XZQ|Pass Rail
Rail (Generic)|Turkey|XZU|Off line Point
Rail (Generic)|Turkey|XZX|Off line Point
Anahim Lake|Canada|YAA|Anahim Lake
Arctic Bay|Canada|YAB|Arctic Bay
Cat Lake|Canada|YAC|Cat Lake
Moose Lake|Kazakhstan|YAD|Moose Lake
Alta Lake|Canada|YAE|Alta Lake
Asbestos Hill|Canada|YAF|Asbestos Hill
Fort Frances|Canada|YAG|Municipal
Lagrande 4|Canada|YAH|Lagrande 4
Chillan|Chile|YAI|Chillan
Lyall Harbour|France|YAJ|Lyall Harbour
Yakutat|United States|YAK|Yakutat
Alert Bay|Canada|YAL|Alert Bay
Sault Ste Marie|Canada|YAM|Sault Ste Marie
Yangambi|Democratic Republic Of Congo|YAN|Yangambi
Yaounde|Cameroon|YAO|Yaounde Airport
Yap, Caroline Islands|Federated States of Micronesia|YAP|Yap International
Maple Bay|Canada|YAQ|Maple Bay
Lagrande 3|Canada|YAR|Lagrande 3
Yasawa Island|Fiji|YAS|Yasawa Island
Attawapiskat|Canada|YAT|Attawapiskat
Kattiniq|Canada|YAU|Kattiniq/Donaldson
Miners Bay|Canada|YAV|Miners Bay
Halifax|Canada|YAW|Shearwater
Angling Lake|Canada|YAX|Angling Lake
St Anthony|Canada|YAY|St Anthony
Tofino, BC|Canada|YAZ|Tofino Airport
Banff|Canada|YBA|Banff
Kugaaruk|Canada|YBB|Kugaaruk
Baie Comeau|Canada|YBC|Baie Comeau
New Westminster|Canada|YBD|New Westminster
Uranium City|Canada|YBE|Uranium City
Bamfield|Canada|YBF|Bamfield
Bagotville|Canada|YBG|Bagotville
Bull Harbour|Canada|YBH|Bull Harbour
Black Tickle|Canada|YBI|Black Tickle
Baie Johan Beetz|Canada|YBJ|Baie Johan Beetz
Baker Lake|Canada|YBK|Baker Lake
Campbell River|Canada|YBL|Campbell River
Bronson Creek|Canada|YBM|Bronson Creek
Borden|Canada|YBN|Borden
Bobquinn Lake|Canada|YBO|Bobquinn Lake
Yibin|China|YBP|Yibin
Telegraph Harbour|Canada|YBQ|Telegraph Harbour
Brandon|Canada|YBR|Brandon
Opapamiska Lake|Canada|YBS|Musselwhite
Brochet|Canada|YBT|Brochet
Berens River|Canada|YBV|Berens River
Calgary|Canada|YBW|Springbank
Blanc Sablon|Canada|YBX|Blanc Sablon
Bonnyville, AB|Canada|YBY|Bonnyville
Courtenay|Canada|YCA|Courtenay
Cambridge Bay|Canada|YCB|Cambridge Bay
Cornwall|Canada|YCC|Regional
Nanaimo|Canada|YCD|Nanaimo Arpt
Centralia|Canada|YCE|Centralia
Cortes Bay|Canada|YCF|Cortes Bay
Castlegar|Canada|YCG|Castlegar
Miramichi|Canada|YCH|Miramichi
Caribou Island|Canada|YCI|Caribou Island
Cape St James|Canada|YCJ|Cape St James
Colville Lake|Canada|YCK|Colville Lake
Charlo|Canada|YCL|Charlo
St Catharines|Canada|YCM|St Catharines
Cochrane|Canada|YCN|Cochrane
Kugluktuk/Coppermine|Canada|YCO|Kugluktuk
Co-op Point|Canada|YCP|Co-op Point
Chetwynd|Canada|YCQ|Chetwynd
Cross Lake|Canada|YCR|Cross Lake
Chesterfield Inlet|Canada|YCS|Chesterfield Inlet
Coronation|Canada|YCT|Coronation
Yun Cheng|Canada|YCU|Yun Cheng
Cartierville|Canada|YCV|Cartierville
Chilliwack|Canada|YCW|Chilliwack Municipal Airport
Gagetown|Canada|YCX|Gagetown
Clyde River|Canada|YCY|Clyde River
Fairmont Hot Springs|Canada|YCZ|Fairmont Hot Springs
Dawson City|Canada|YDA|Dawson City
Burwash Landings|Canada|YDB|Burwash Landings
Drayton Valley|Canada|YDC|Industrial Airport
Paradise River|Canada|YDE|Paradise River
Deer Lake|Canada|YDF|Deer Lake
Digby|Canada|YDG|Digby
Daniels Harbour|Canada|YDH|Daniels Harbour
Davis Inlet|Canada|YDI|Davis Inlet
Hatchet Lake|Canada|YDJ|Hatchet Lake
Main Duck Island|Canada|YDK|Main Duck Island
Dease Lake|Canada|YDL|Dease Lake
Dauphin|Canada|YDN|Dauphin
Dolbeau|Canada|YDO|St Methode
Nain|Canada|YDP|Nain
Dawson Creek|Canada|YDQ|Dawson Creek
Broadview|Canada|YDR|Broadview
Desolation Sound|Canada|YDS|Desolation Sound
Vancouver|Canada|YDT|Boundary Bay
Kasba Lake|Canada|YDU|Kasba Lake
Bloodvein|Canada|YDV|Bloodvein
Obre Lake|Canada|YDW|Obre Lake
Doc Creek|Canada|YDX|Doc Creek
Yecheon|Korea (South)|YEC|Yecheon
Edmonton|Canada|YED|Namao Fld
Edmonton, AB|Canada|YEG|Edmonton International
Assaluyeh|Iran|YEH|Persian Gulf International
Bursa|Turkey|YEI|Yenisehir
Arviat|Canada|YEK|Arviat
Elliot Lake|Canada|YEL|Elliot Lake
Manitowaning|Canada|YEM|East Manitoulin
Estevan|Canada|YEN|Estevan
Yeovilton|United Kingdom|YEO|Yeovilton
Estevan Point|Canada|YEP|Estevan Point
Yenkis|Papua New Guinea|YEQ|Yenkis
Fort Severn|Canada|YER|Fort Severn
Yasouj|Iran|YES|Yasouj
Edson|Canada|YET|Edson
Eureka|Canada|YEU|Eureka
Inuvik|Canada|YEV|Inuvik/mike Zubko
Amos|Canada|YEY|Amos
Fort Albany|Canada|YFA|Fort Albany
Iqaluit|Canada|YFB|Iqaluit
Fredericton|Canada|YFC|Fredericton
Forestville|Canada|YFE|Forestville
Fontanges|Canada|YFG|Fontanges
Fort Hope|Canada|YFH|Fort Hope
Snare Lake|Canada|YFJ|Snare Lake
Fort Reliance|Canada|YFL|Fort Reliance
Flin Flon|Canada|YFO|Flin Flon
Fort Resolution|Canada|YFR|Fort Resolution
Fort Simpson|Canada|YFS|Fort Simpson
Fox Harbour (St Lewis)|Canada|YFX|Fox Harbour (St Lewis)
Gagnon|Canada|YGA|Gagnon
Gillies Bay|Canada|YGB|Gillies Bay
Grande Cache|Canada|YGC|Grande Cache
Gorge Harbor|Canada|YGE|Gorge Harbor
Ganges Harbor|Canada|YGG|Ganges Harbor
Fort Good Hope|Canada|YGH|Fort Good Hope
Yonago|Japan|YGJ|Miho
Kingston|Canada|YGK|Kingston
La Grande|Canada|YGL|La Grande
Gimli|Canada|YGM|Gimli
Greenway Sound|Canada|YGN|Greenway Sound
Gods Narrows|Canada|YGO|Gods Narrows
Geraldton|Canada|YGQ|Geraldton
Iles De La Madeleine|Canada|YGR|Iles De La Madeleine
Germansen|Canada|YGS|Germansen
Igloolik|Canada|YGT|Igloolik
Havre St Pierre|Canada|YGV|Havre St Pierre
Kuujjuarapik|Canada|YGW|Kuujjuarapik
Gillam|Canada|YGX|Gillam
Deception|Canada|YGY|Deception
Grise Fiord|Canada|YGZ|Grise Fiord
Port Hope Simpson|Canada|YHA|Port Hope Simpson
Hudson Bay|Canada|YHB|Hudson Bay
Hakai Pass|Canada|YHC|Hakai Pass
Dryden|Canada|YHD|Municipal
Hope|Canada|YHE|Hope
Hearst|Canada|YHF|Hearst
Charlottetown|Canada|YHG|Charlottetown
Campbell River|Canada|YHH|Harbor SPB
Holman|Canada|YHI|Holman
Gjoa Haven|Canada|YHK|Gjoa Haven
Hamilton|Canada|YHM|Hamilton
Hornepayne|Canada|YHN|Hornepayne
Hopedale|Canada|YHO|Hopedale
Poplar Hill|Canada|YHP|Poplar Hill
Chevery|Canada|YHR|Chevery
Sechelt|Canada|YHS|Sechelt
Haines Junction|Canada|YHT|Haines Junction
Montreal|Canada|YHU|St Hubert
Hay River|Canada|YHY|Hay River
Halifax|Canada|YHZ|Halifax International
Atikokan|Canada|YIB|Atikokan
Pakuashipi|Canada|YIF|Pakuashipi
Big Bay Marina|Canada|YIG|Big Bay Marina
Yichang|China|YIH|Yichang
Ivujivik|Canada|YIK|Ivujivik
Yining|China|YIN|Yining
Pond Inlet|Canada|YIO|Pond Inlet
Detroit, MI|United States|YIP|Willow Run
Island Lk/Garden Hill|Canada|YIV|Island Lk/Garden Hill
Yiwu|China|YIW|Yiwu
Fort Liard|Canada|YJF|Fort Liard
St Jean|Canada|YJN|St Jean
Johnny Mountain|Canada|YJO|Johnny Mountain
Jasper-hinton|Canada|YJP|Jasper-hinton
Stephenville|Canada|YJT|Stephenville
Kamloops|Canada|YKA|Kamloops
Collins Bay|Canada|YKC|Collins Bay
Kincardine|Canada|YKD|Township Airport
Knee Lake|Canada|YKE|Knee Lake
Kitchener/Waterloo|Canada|YKF|Kitchener-Waterloo Regional
Kangirsuk|Canada|YKG|Kangirsuk
Kennosao Lake|Estonia|YKI|Kennosao Lake
Key Lake|Canada|YKJ|Key Lake
Kitkatla|Canada|YKK|Kitkatla
Schefferville|Canada|YKL|Schefferville
Yakima|United States|YKM|Yakima Air Terminal
Yankton|United States|YKN|Chan Gurney
Waskaganish|Canada|YKQ|Waskaganish
Yakutsk|Russian Federation|YKS|Yakutsk
Klemtu|Canada|YKT|Klemtu
Chisasibi|Canada|YKU|Chisasibi
Kirkland Lake|Canada|YKX|Kirkland Lake
Kindersley|Canada|YKY|Kindersley
Toronto|Canada|YKZ|Buttonville Municipal
Langara|Canada|YLA|Langara
Lac Biche|Canada|YLB|Lac Biche
Kimmirut/Lake Harbour|Canada|YLC|Kimmirut
Chapleau|Canada|YLD|Chapleau
Wha Ti/Lac La Martre|Canada|YLE|Wha Ti
LaForges|Canada|YLF|LaForges
Yalgoo|Australia|YLG|Yalgoo
Lansdowne House|Canada|YLH|Lansdowne House
Ylivieska|Finland|YLI|Ylivieska
Meadow Lake|Canada|YLJ|Meadow Lake
Lloydminster, AB|Canada|YLL|Lloydminster
Clinton Creek|Canada|YLM|Clinton Creek
Yilan|China|YLN|Yilan
Shilo|Canada|YLO|Shilo
Mingan|Canada|YLP|Mingan
La Tuque|Canada|YLQ|La Tuque
Leaf Rapids|Canada|YLR|Leaf Rapids
Lebel-Sur-Quevillon|Canada|YLS|Lebel-Sur-Quevillon
Alert|Canada|YLT|Alert
Kelowna, BC|Canada|YLW|Kelowna Airport
Long Point|Canada|YLX|Long Point
Langley|Canada|YLY|Langley Regional
Mayo|Canada|YMA|Mayo
Merritt|Canada|YMB|Merritt
Maricourt Airstrip|Canada|YMC|Maricourt Airstrip
Mould Bay|Canada|YMD|Mould Bay
Matane|Canada|YME|Matane
Montagne Harbor|Canada|YMF|Montagne Harbor
Manitouwadge|Canada|YMG|Manitouwadge
Minaki|Canada|YMI|Minaki
Moose Jaw|Canada|YMJ|Moose Jaw / Air Vice Marshal C. M. Mcewen Airport
Murray Bay, NT|Canada|YML|Charlevoix
Fort Mcmurray|Canada|YMM|Fort Mcmurray
Makkovik|Canada|YMN|Makkovik
Moosonee|Canada|YMO|Moosonee
Port McNeil|Canada|YMP|Port McNeil
Merry Island|France|YMR|Merry Island
Yurimaguas|Peru|YMS|Yurimaguas
Chibougamau|Canada|YMT|Chibougamau
Maniwaki|Canada|YMW|Maniwaki
Montreal|Canada|YMX|Mirabel
Natashquan|Canada|YNA|Natashquan
Yanbu|Saudi Arabia|YNB|Yanbu
Wemindji|Canada|YNC|Wemindji
Ottawa|Canada|YND|Executive Gatineau-Ottawa
Norway House|Canada|YNE|Norway House
Corner Brook|Canada|YNF|Deer Lake/Stephenville
Youngstown|United States|YNG|Youngstown
Nitchequon|Canada|YNI|Nitchequon
Yanji|China|YNJ|Yanji
Nootka Sound|Canada|YNK|Nootka Sound
Points North Landing, Saskatchewan|Canada|YNL|Points North Landing
Matagami|Canada|YNM|Matagami
Yandicoogina|Australia|YNN|Yandi
North Spirit Lake, ON|Canada|YNO|North Spirit Lake
Natuashish|Canada|YNP|Natuashish
Arnes, MB|Canada|YNR|Arnes
Nemiscau|Canada|YNS|Nemiscau
Yantai|China|YNT|Yantai
Yangyang|Korea (South)|YNY|Yangyang
Yancheng|China|YNZ|Yancheng
Ekati|Greece|YOA|Ekati
Old Crow|Canada|YOC|Old Crow
Cold Lake|Canada|YOD|Cold Lake
Falher|Canada|YOE|Falher
Ogoki|Canada|YOG|Ogoki
Oxford House|Canada|YOH|Oxford House
High Level|Canada|YOJ|Footner Lake
Yokohama|Japan|YOK|Yokohama
Yola|Nigeria|YOL|Yola
Oshawa|Canada|YOO|Oshawa
Rainbow Lake|Canada|YOP|Rainbow Lake
Owen Sound|Canada|YOS|Billy Bishop Regional
Yotvata|Israel|YOT|Yotvata
Ottawa|Canada|YOW|Ottawa Macdonald-Cartier International
Valcartier|Canada|YOY|Valcartier
Prince Albert, SK|Canada|YPA|Glass Field
Port Alberni|Canada|YPB|Port Alberni
Paulatuk|Canada|YPC|Paulatuk
Parry Sound|Canada|YPD|Parry Sound
Peace River|Canada|YPE|Peace River
Esquimalt|Canada|YPF|Esquimalt
Portage La Prairie|Canada|YPG|Portage La Prairie
Inukjuak|Canada|YPH|Inukjuak
Port Simpson|Canada|YPI|Port Simpson
Aupaluk|Canada|YPJ|Aupaluk
Pickle Lake|Canada|YPL|Pickle Lake
Pikangikum|Canada|YPM|Pikangikum
Port Menier|Canada|YPN|Port Menier
Peawanuck|Canada|YPO|Peawanuck
Pine Point|Canada|YPP|Pine Point
Peterborough|Canada|YPQ|Peterborough
Prince Rupert|Canada|YPR|Digby Island
Port Hawkesbury|Canada|YPS|Port Hawkesbury
Pender Harbor|Canada|YPT|Pender Harbor
Powell River|Canada|YPW|Powell River
Povungnituk|Canada|YPX|Puvirnituq
Fort Chipewyan|Canada|YPY|Fort Chipewyan
Burns Lake|Canada|YPZ|Burns Lake
Muskoka|Canada|YQA|Muskoka
Quйbec City|Canada|YQB|Quйbec
Quaqtaq|Canada|YQC|Quaqtaq
The Pas|Canada|YQD|The Pas
Kimberley|Canada|YQE|Kimberley
Red Deer|Canada|YQF|Red Deer
Windsor|Canada|YQG|Windsor
Watson Lake|Canada|YQH|Watson Lake
Yarmouth|Canada|YQI|Yarmouth
Kenora|Canada|YQK|Kenora
Lethbridge|Canada|YQL|Lethbridge
Nakina|Canada|YQN|Nakina
Comox|Canada|YQQ|Comox
Regina, Saskatchewan|Canada|YQR|Regina
St Thomas|Canada|YQS|Pembroke Area Mncpl
Thunder Bay|Canada|YQT|Thunder Bay
Grande Prairie|Canada|YQU|Grande Prairie
Yorkton|Canada|YQV|Yorkton
North Battleford|Canada|YQW|North Battleford
Gander|Canada|YQX|Gander International
Sydney, NS|Canada|YQY|Sydney
Quesnel|Canada|YQZ|Quesnel
